ASIANPAINT,BAJFINANCE,HDFCBANK,HINDUNILVR,ICICIBANK,INFY,LT,NTPC,RELIANCE,TCS
0.04046553811633362,0.14469090697647666,0.18405657796098457,0.08302859353829067,0.06681298293357507,0.10597332626984665,0.2675844793441584,0.07750721691939283,0.005985852370426147,0.02389452557051556
0.006597703420914326,0.1918567078845043,0.24341250652372337,0.003369292145873035,0.0036685637802250735,0.3864777033504258,0.012738857549367094,0.07538370846017095,0.05444707987137468,0.02204787701342147
0.1315864644007602,0.20036856419317164,0.06440099098251674,0.023498381626008147,0.16510172567894962,0.21503484058011554,0.00016289263406909095,0.0021218315697292935,0.02749152433816789,0.17023278399651176
0.1074107457786828,0.06763988717442306,0.14708021082959796,0.007654205929046125,0.05928637480368467,0.149149360788842,0.03663972826289858,0.09236365599230795,0.0030366045870660443,0.32973922585345095
0.11530036768671859,0.03181509451950479,0.37511004559110767,0.0015338497051128328,0.04942436178548118,0.08928147075997077,0.16709234058496272,0.13909533022201634,0.006059455127578691,0.025287684017546486
0.0026762821229317614,0.1485211857224428,0.05315017646219136,0.004022591980364246,0.04779557009308618,0.02762921645822139,0.004843589606880534,0.5544704072850896,0.13346627833803293,0.023424701930759236
0.5868164665754911,0.03626404732502864,0.07059335201214795,0.08997142332138315,0.004959436123181093,0.01337225188086152,0.013169604300528357,2.1883738955070165e-08,0.007956964370702615,0.17689643220693665
0.017633722191035636,0.4372320494162159,0.2504649053651123,0.01975740425724927,3.4916871903885165e-06,0.09011274202487426,0.05576712899471905,0.0016314779002717654,0.03350627313498602,0.09389080502834544
0.025541426604377544,0.1150790899688383,0.0392040398892871,0.0005966912608061852,7.500542655402411e-05,0.303359520157837,0.0009819451157068741,0.012210252980818535,0.4626202234099935,0.04033180518578115
0.4587159274412332,0.038921467649595635,0.0681347699590491,0.04763040019447023,0.013780555450307128,0.0007046059986187599,0.2718865419980645,0.04005904054417431,0.048824275556588824,0.011342415207898216
0.027248381379914297,0.08457832746245876,0.03499379599341561,0.29135996528126723,0.0001687844423199763,0.00711943853502143,0.10594137610617975,0.38369064859806,0.048562239749253264,0.01633704245210982
0.06687207646740596,0.014506916643323741,0.013179635969971515,0.026043855437885604,0.2671183940099489,0.08213331466270861,0.05894323589414247,0.016315446660453287,0.42075542977268116,0.03413169448147882
0.0006327202384976376,0.11173177944125896,0.06690588126978977,0.5451871124157193,0.12081823549357054,0.028583077676024814,0.015951575886336073,0.014734349580901304,0.0016154745985399173,0.09383979339936167
0.030691175408825558,0.19903328684769378,0.07456757983412896,0.012013613402216516,0.05436733816324036,0.049581657046545276,0.1868793488664345,0.14139891174682137,0.20329601974993547,0.04817106893415823
0.08981987141115923,0.07019729761291162,0.028620006633472708,0.09559102131122443,0.3395625796151272,0.0426454117908637,0.08426459667733448,0.00011317847635602747,0.2424856450254171,0.006700391446133454
0.0921212339595132,0.15554544353346178,0.2520745421805725,0.14834666845727862,0.01294258160645248,0.010644957108146088,0.03857197895294833,0.00012623340019462812,0.22332695692845156,0.06629940387298086
0.0011376740721716556,0.11858047793947799,0.01590182424345492,0.5310673872817657,0.026964468376016175,0.04422201950621923,0.0060764790159684124,0.13128641704198635,0.11838298383582514,0.00638026868711464
0.0031241795957383882,0.0010346370076952077,0.023707296116734757,0.00841664030054435,0.007458080849422892,0.03129079906330948,0.31822996540924314,0.13208584963467143,0.45771194887909766,0.016940603143542624
0.0005971783070499375,5.7090082728303e-05,0.6336880978247795,0.055749518957346464,0.12710523696276962,0.0540078646088846,0.039173045046384566,0.0017775028037787881,0.06377545904572163,0.024069006360556613
0.514724389320532,0.0037138434126365153,0.16791756670845864,0.09618987329612998,0.1605844925659724,0.013941969518002532,0.00023543209867831912,0.013996433558405427,0.028307928584512133,0.00038807093667213093
0.0010855775693940778,0.012294518910230898,0.06874703904975128,0.6662272720060028,0.009743563982837638,0.07113842721990014,0.11274683028632565,0.023961210199323957,0.02786667624172436,0.006188884534509156
0.0031720606125726757,0.0073455128552578075,0.4992652099988261,0.011098680532341518,0.20848341285239477,0.1596028988854805,0.011862838341470457,0.034791650997938836,0.0075382389677159795,0.05683949595600134
0.037298120355539484,0.0008411498558949776,0.20964515445012413,0.037969266144504694,0.16094552489598105,0.2602835318926487,0.02669500943021187,0.06282712012522428,0.17725621701830058,0.026238905831570174
0.04872774246654843,0.09310382797885239,0.1445828466828885,0.055063961100275206,0.3552415776581291,0.2091374673635185,0.0690551221145983,0.015811252531679608,0.0005846442763319438,0.00869155782717811
0.08802149401563214,0.008417504070668002,0.09022966304640824,0.2950795076826135,0.045885077048274235,0.0892562865268758,0.16551160937690454,0.10745723803753728,0.011882794859279674,0.09825882533580663
0.01885192170838298,0.7479680501791794,0.07845582387241322,0.005842508825783645,0.0025976617660240712,0.020649820377100895,0.0034502563820438684,4.588593331700041e-05,0.07970255105222847,0.04243551990352628
0.025874060764268184,0.1267632582062987,2.4021237157488295e-05,0.03671296949776147,0.2515471046785394,0.12662775423614783,0.0660730741515693,0.09021801610186479,0.24131659230649027,0.03484314881990264
0.006127004840255589,0.025899749543710396,0.0019229773372420502,0.15666216202643277,0.01586418680012828,0.009903105857319893,0.0594045061185987,0.31659363685081354,0.3889507518937781,0.018671918731720707
0.04922622828213327,0.0135635865530123,0.261785592182959,0.0622363712548397,0.050513863939558534,0.3741120238566599,0.05676355198744435,0.04455875005529914,0.0013220677519182901,0.0859179641361753
0.003461952827784882,0.27399883717638956,0.0731617952856179,0.16183899693296558,0.04855248272043923,0.05882641408596695,0.010874026186548005,0.01691423192760971,0.03722401894744149,0.3151472439092366
0.2063479348279453,0.038538736175319374,0.13263618072518857,0.0027648224299399223,0.0028838944408615657,0.004725369404350357,0.05999076295199456,0.2819344915808674,0.05480896461411244,0.2153688428494205
0.008117759513013476,0.03209617316223598,0.08972324475771266,0.7573087364969633,0.0515898579214106,0.024946600662793042,0.00034656691688733204,0.023950806033327773,0.011918044330476458,2.2102051793464986e-06
0.14562043913334954,0.34982329385503447,0.01654665098105789,0.036101602379179386,0.062125105038145084,0.051267360684497804,0.20982112169475448,0.00159557243960965,0.11035610080508773,0.016742752989283977
0.08029203247479838,0.32803081931663597,0.0004146526679544585,0.034813904044355554,0.04756516228334495,4.2172512586887666e-07,0.009903706804987299,0.2624524429167639,0.17460500206670407,0.06192185569932957
0.018292247258952257,0.048627718955303524,0.09040182359312128,0.206010698697475,0.058605114847964775,0.19072756179675068,0.027350890943328918,0.3028155262189308,0.013941939520703621,0.04322647816746911
0.07057171088745787,0.4240448354262057,0.0017695922780736613,0.14523635627617312,0.01785040944314424,0.04609949812851467,0.18467466554689047,0.07975628105236052,0.017716167151950166,0.012280483809229567
0.16663767813308877,0.03981658401213098,0.08472221016031306,0.058022481772562355,0.019620308697469332,0.03207368221533801,0.014545062399867999,0.007992117693942334,0.12599350267105575,0.4505763722442314
0.0208926935302294,0.3613574604833932,0.0002227353412850426,0.000269749046508884,0.0003320857925843647,0.37452356452457936,0.14300366367418957,0.002315260125520806,0.003882129116268943,0.09320065836544053
0.019007738789510207,0.012292260626941401,0.17848087932096068,0.015403952036720278,0.14559344190569323,0.29653412732528406,0.07967408979975463,0.10195562487987768,0.1489089924623043,0.002148892852953642
5.488068093563643e-05,0.4469646433852258,0.3631944871293096,0.03177751013446625,0.025499416290339517,0.013500065848071124,0.07204950171291241,0.01208077779449706,0.018069238232095337,0.01680947879214727
0.1528952523682946,0.15406430356132303,0.11946474610956559,0.00021071130292229706,0.1337063697449743,0.1385802845636754,0.017647072115013433,0.04856282163209925,0.21982190559595743,0.015046533006174652
0.015903533704054437,0.03593630298661796,0.005768738238270667,0.3018953496958824,0.1288576120594525,0.11620588128035789,6.00242880697249e-05,0.21274754567702886,0.1350094869173008,0.04761552515296483
0.10979818148940283,0.02208220445689621,0.040340266024538024,0.34713753246110474,0.03088652780644489,0.0031449109750530204,0.030396632788387917,0.28918343376684086,0.10338546443076718,0.02364484580056431
0.10066642495218003,0.23920447964156655,0.29818282739132645,0.0050645636229981255,0.07836027090347462,0.031395123761785514,0.0006589463467797473,0.18372612428949261,0.042634920058338806,0.020106319032057635
0.061678569045141594,0.01707923895986336,0.00972206197183129,0.03233479197771818,0.6691347658510854,0.11945275030188826,0.0194382830667581,0.04833087933609688,0.0008820039134739832,0.02194665557614305
0.08356394796005397,0.03118301928005501,0.10247090376253734,0.0006639170821485865,0.06578603911577784,0.27619139788889907,0.06588772565800019,0.017155279667573735,0.0048573236622874195,0.35224044592266684
0.03643076354667939,0.0025474403674440984,0.23865000450001225,0.12369433068378427,0.0025749278481121116,0.05575150347295049,0.10200662910849678,0.021384705668795873,0.24574969633995397,0.17120999846377072
0.003342415429821327,0.22343211384856973,0.17687915032446133,0.266865586085393,0.026844635047057853,0.07887127325689407,0.000275171645547325,0.012506147193947225,0.054266854373908234,0.1567166527943999
0.028525858487113823,0.07493427788678912,0.17004992625298782,0.26794929208099727,0.06171034350394148,0.009979878608295535,0.0008903231111134964,0.3652172967930553,0.0171099557029171,0.0036328475727891254
0.0021329907773477443,0.32708898998564234,0.07821652756328455,0.08444928025122933,0.05197676786581078,0.0011547765888672086,0.12170032630243006,0.1139759095130881,0.103420694815068,0.1158837363372319
0.176386762351841,0.02850869836544406,0.0710346914431136,0.0037969340179320877,0.021018244198795902,0.4472299896080719,0.0017961409773983891,0.16517711362132906,0.08011595509569433,0.004935470320379733
0.041899560078744326,0.10816291591635593,0.011105793993179985,0.18543663961089635,0.04973726818305897,0.1844380866221463,0.08920142606649534,0.08178392103233664,0.17642661596794823,0.07180777252883808
0.4833854550789072,0.017894617924864728,0.034564058626618925,0.00911047198575611,0.03756779897233233,0.004843813599828566,0.016754333700944802,0.26603711567435445,0.10513544704437111,0.024706887392021766
0.006471191894010044,0.01734786280750722,0.04589013150402576,0.011483992698056616,0.6576491207703933,0.09742983859322767,0.0004887412523524768,0.10827325663514109,0.0035116038128721323,0.05145426003241392
0.05796773797249408,0.11449798958655905,0.011362633470324186,0.22260797834716206,0.2967297545199749,0.151503134634282,0.08360467975457776,0.048789213880388836,0.0011733697650593683,0.011763508069177881
0.002038144516273225,0.25219962287776676,0.0011554966560061073,0.009998083654489027,0.048792873864898126,0.1517101990839443,0.008688461779898557,0.1980389921267338,0.03645594525590811,0.29092218018408195
